뱀띠,1965,"누군가 나를 인정해주지 않아도, 내 의견을 반영해주지 않는다 하더라도 실망하지 마세요. 오늘만 날이 아니라는 것을 기억하고 차를 마시면서 자신을 되돌아보는 하루를 보내세요."
뱀띠,1953,"오늘은 나보다 상대방의 입장을 생각하면서 보내보세요. 평소에 앞만 보고 달렸다면 주변을 둘러보는 시간이 필요하니 당신의 따스한 온기를 사랑하는 친구, 가족, 연인에게 전해보세요."
뱀띠,1941,몸도 마음도 지치는 하루를 보내지 않으려면 절대 누군가를 탓하지 마세요. 무거운 마음은 내려놓고 건강에 이상이 없는지 점검하세요. 무엇보다 건강이 중요하다는 것을 잊으면 안 돼요.
말띠,2002,"잘못된 만남! 힘든 하루가 될 수 있겠군요. 친구든 애인이든 만나면 불화와 다툼의 연속이니, 잠시 휴식 기간을 서로 가져보는 것도 좋겠네요. 혼자 감당하기 어렵겠군요."
말띠,1990,다른 사람과 일 을 도모하지 마세요. 여러 사람이 모여 일을 계획 한다 하더라도 결국은 시간 낭비 일 뿐 이예요. 혼자 무엇이든 결정하고 단독으로 움직여야 성과가 클 거예요.
말띠,1978,시간만 낭비할 수 있겠네요. 신중하게 처신해도 본전이면 다행이군요. 업무적인 스트레스를 친구들과의 술자리에서 풀어보세요. 뜻밖의 귀한 정보를 구할 수 있어요.
말띠,1966,와우~ 매입하자마자 금액이 급상승할 가능성이 커요. 조금 기다리면서 가격의 상승폭을 주시하고 파는 것은 뒤로 미루는 것이 좋아요. 조급함을 버린다면 좋은 결과가 있을 거예요.
말띠,1954,손님에게 감기를 옮거나 좋지 못한 소식을 들을 수 있어요. 오늘 누군가를 만나기보다는 혼자만의 시간을 가지는 것이 좋겠네요. 아쉽지만 초대하거나 방문하는 것은 다음으로 미루세요.
말띠,1942,"혈액순환이 잘 돼서 안색이 아주 좋네요. 편안한 하루를 보내기에 부족함이 없는 날이에요. 사랑하는 가족, 친구, 연인과 함께 즐거운 시간을 만들어보세요. 좋은 추억이 되겠네요."
양띠,2003,소개팅이 있다면 무조건 나가 보세요. 내가 그리던 이상형을 만날 확률이 매우 높아요. 대인관계도 원만해지고 즐거운 방향으로 생활의 변화가 생기는 날 이예요.
양띠,1991,와우~ 나의 매력과 진가를 발휘 하겠군요. 솔직하게 마음을 털어 놓으면 상대방의 마음을 사로잡을 수 있어요. 사랑의 행운이 당신 곁에 있으니 적극적으로 움직이세요.
양띠,1979,가족과 함께 부모님 댁을 방문하는 것이 어떨까요? 일 적인 스트레스를 뒤로 하고 나를 사랑하고 지지해 주는 이들과 함께 하는 시간이 필요하군요. 중요한 사안은 가족과 의논하세요.
양띠,1967,오늘은 무엇보다 재물운이 좋아요. 금융 관련된 상품으로부터 좋은 소식이 기대되네요. 이른 아침부터 좋은 소식이 있을 예정이니 평소보다 기분 좋게 아침을 시작하세요!
양띠,1955,오늘은 인연의 날이에요. 사랑하는 사람과 즐거운 한때를 계획해보세요. 그 어느 때보다 공감하고 끈끈해질 수 있는 기회가 될 거예요. 마음속에 담아둔 감정이 있다면 오늘 풀어보세요.
양띠,1943,"상황을 정리하면서 주변을 살펴보는 시간을 가지세요. 무슨 일이든지 최선을 다하는 자세로 사는 것도 참 멋있는 삶이지만, 오늘은 평범하게 여유 있는 시간을 만들어 보세요."
원숭이띠,2004,"자칫잘못 하다가는 친구의 넋두리를 들어주느라 시간을 빼앗길 수 있어요. 오늘은 가급적 나만의 시간을 가져보면서 미루어왔던 공부나, 일에 전념하는 것이 좋은 날 이예요."
원숭이띠,1992,기다리던 일 에서 반가운 소식이 들리겠네요. 그 동안 미루었던 일을 진행해도 무리가 없군요. 예리한 판단력과 넘치는 에너지를 효율적으로 활용하는 시간을 만들어 보세요.
원숭이띠,1980,"사고 파는 일에서 유리함이 작용하고 있으니, 분주하게 움직여야 해요. 나의 지혜로움과 순발력으로 이익을 도모하기에 최상의 날 이군요. 중요한 사안이 있다면 스스로 결정하세요."
원숭이띠,1968,갈등은 대화로 풀어야 해요. 서로를 이해한다면 더 이상의 아픔과 고통은 없을 거예요. 상대방의 사과를 기다리기보다는 먼저 화해를 청하는 것이 순서임을 기억하세요.
원숭이띠,1956,잎만 무성한 가지에 소리만 요란할 뿐! 별 다른 소득 없이 피곤한 하루를 보낼 수 있어요. 이럴 때일수록 조급해하지 말고 편안한 마음으로 상황을 지켜보는 것도 나쁘지 않아요.
원숭이띠,1944,"점점 신경 써야 할 일들이 늘어나 흰머리가 더 나는 것 같네요. 이 어려움을 극복하기 위해 깊이 고민하기보다 한 박자 쉬면서 여유를 가지는 것이 지금 상황에도, 건강에도 좋아요."
닭띠,2005,"오늘은 학업에 지쳐있고 고민도 많은데, 마음까지 들떠 있군요. 문제의 해결점을 찾으려면 주변에 도움을 요청하세요. 상대방은 당신이 원하는 해답을 쉽게 찾아 줄 거예요."
닭띠,1993,"천생연분을 만나는 운명적인 날 이군요. 미팅이나 소개팅이 있다면 절대 미루지 마세요. 새로운 인연으로 인해서 가슴이 뛰고, 나의 이상형을 비로소 찾게 될 거예요."
닭띠,1981,"당신을 도와줄 사람이 보이지 않는군요! 혼자 해결하기 위해 노력하세요. 인내심과 지구력을 발휘하면, 반드시 소기의 목적을 달성 할 거예요. 가정에는 기분 좋은 소식이 들려오네요."
닭띠,1969,만남이 모든 것을 해결해 주지는 않아요. 오늘은 만나면 싸울 확률이 높고 신경전으로 인해 서로가 더욱 피곤해지니 오늘을 피하고 다른 날로 약속을 잡아보세요.
닭띠,1957,"어머나, 서쪽에서 귀인이 나타나 금전적으로 도움을 줄 거예요. 오전에 견디기 힘든 일이 일어나더라도 걱정하지 마세요. 시간이 지나면 모든 일이 거짓말처럼 해결되어 있을 거예요."
닭띠,1945,이런.. 진행하는 일마다 실수를 반복하게 되네요. 이런 상황에서 앞으로 더 나아가려 한다면 독이 될 수 있으니 한 발자국 물러나서 마음을 비우고 또 다른 기회를 기다리세요.
개띠,2006,"와우~ 큰 목돈이 생기거나 친구에게 감동의 선물을 받게 되겠군요. 집 밖으로 나가면 인기가 상승하고, 나를 보고싶어 하는 사람들이 많을 거예요. 사랑의 고백도 들을 수 있는 날 이예요."
개띠,1994,"가족의 건강과 마음을 돌보는데 집중 하세요. 가족과 즐거움을 함께 나누고, 어려움을 의논하세요. 가까운 사람으로부터 나 또한 격려와 위안을 받게 될 거예요."
개띠,1982,하락세를 타고 있는 격이군요. 신중하게 움직여도 결과는 기대 이하이니 빨리 포기하세요. 새로운 일의 시작이나 새로운 사람들과의 만남에 이익이 깃들어 있네요.
개띠,1970,삭제버튼 복잡한 마음을 정리하고 긴장을 풀어야 해요. 주변 사람들과 부드러운 관계를 유지하는 것이 가장 좋아요. 다툼으로 인한 이별이 생길 수 있으니 신중하게 얘기하세요.
개띠,1958,와~ 금전운이 정말 좋은 날이에요. 걱정하고 있던 일은 잘 해결되겠네요. 재운이 당신 곁에 머물고 있으니 은행을 방문한다면 좋은 기회를 잡을 수 있어요. 계획적으로 움직이세요.
개띠,1946,오늘따라 가족들과 대화를 이어가기 힘드네요. 대화가 이어지다 보면 배가 산으로 가는지 바다로 가는지 머리 아플 수 있으니 마음속으로 결정을 내린 후 가볍게 이야기를 나누세요.
돼지띠,2007,나의 본분에 충실하고 이성과는 거리를 두세요. 타인과 마찰이 예상되므로 어떤 만남이든 오늘은 피하는 것이 좋아요. 중요한 약속은 내일로 미루는 것도 좋은 방법이예요.
돼지띠,1995,생각지도 않았던 지출로 인해 경제적인 곤란함을 겪게 되겠군요. 돈을 효율적으로 움직이기 위해 부단한 노력을 아끼지 말아야 해요. 주변의 조언을 듣는 것도 필요해요.
돼지띠,1983,"당신에게는 모든 것이 불리한 상황이군요. 그 동안 노력해 왔던 일들이 한 순간에, 무너져 버릴 수 있으니 조심하세요. 주변에 조언을 구할 수 있는 사람을 빨리 찾아 나서세요."
돼지띠,1971,다행히도 걱정하던 것과 달리 오늘은 아픈 곳 없이 건강하게 보낼 수 있어요. 돈도 친구도 중요하지만 무엇보다도 건강이 우선이라는 것을 언제나 잊지 마세요.
돼지띠,1959,혹시 이별을 고민하고 있나요? 사랑하는 사람의 마음을 아프게 하면서 좋지 않은 결정을 내린다면 앞으로 더 힘들어질 수 있어요. 서로를 더 힘들게 할 수 있다는 걸 명심하세요.
돼지띠,1947,"뜻하지 않은 지출이 일어날 수 있어요. 오늘은 가급적 외출하지 말고, 집에서 시간을 보내도록 하세요. 밀린 청소를 하며 마음을 편하게 정리하면 도움이 될 거예요. 긴장하지 마세요."
